pod,container,Memory,CPU,Traffic Rx,Traffic Tx
istio-citadel,POD,1.50390625,0.0,0.0008358245033899014,0.0004186332325087172
istio-citadel,citadel,21.52734375,0.5136232263287989,,
istio-galley,POD,1.24609375,0.0,6.773625784274645e-05,0.00039774396172944434
istio-galley,galley,29.93359375,2.502120431116823,,
istio-galley,istio-proxy,26.54296875,0.12187936666729607,,
istio-ingressgateway,POD,1.46875,0.0,0.03115841871433245,0.011044366567830345
istio-ingressgateway,istio-proxy,58.1171875,1.1227122888679013,,
istio-pilot,POD,1.234375,0.0,0.15289020965383773,1.0248326881452055
istio-pilot,discovery,820.515625,3.68038137194585,,
istio-pilot,istio-proxy,65.05078125,0.7867229060294905,,
istio-policy,POD,1.3984375,0.0,0.014808741427091144,0.013565429661343944
istio-policy,istio-proxy,30.00390625,0.4283647750624964,,
istio-policy,mixer,45.076822916666664,0.4497575177511486,,
istio-sidecar,POD,1.40625,0.0,0.0010570526123046876,0.0022527694702148436
istio-sidecar,sidecar-injector-webhook,21.0546875,3.11943954215368,,
istio-telemetry,POD,1.359375,0.0,0.01641678810119629,0.0038232803344726562
istio-telemetry,istio-proxy,27.60546875,0.41817751821000093,,
istio-telemetry,mixer,42.921875,0.5681642564903137,,
prometheus-66c5887c86,POD,1.3203125,0.0,0.09814950091366095,0.0038295649725331544
prometheus-66c5887c86,prometheus,1693.4466145833333,4.612718804950874,,
