pod,container,Memory,CPU,Traffic Rx,Traffic Tx
dummy-0001,POD,1.2421875,0.0,0.0005819196548202537,0.0019558660610026674
dummy-0001,istio-proxy,127.5634765625,0.5023357596596637,,
dummy-0103,POD,1.421875,0.0,0.0005344677285633778,0.002627524052952819
dummy-0103,istio-proxy,129.98828125,0.566602656394458,,
dummy-0205,POD,1.37890625,0.0,0.0006779570036497299,0.0026119419265962698
dummy-0205,istio-proxy,126.79296875,0.567982117845496,,
dummy-0307,POD,1.4453125,0.0,0.0005925683292993233,0.002271958502214414
dummy-0307,istio-proxy,128.140625,0.559305891660956,,
dummy-0409,POD,1.359375,0.0,0.000622800845208695,0.001937596394171978
dummy-0409,istio-proxy,126.25390625,0.5142937011810262,,
dummy-0511,POD,1.390625,0.0,0.0005724001804565936,0.001558346947982035
dummy-0511,istio-proxy,129.28125,0.49346535749488957,,
dummy-0613,POD,1.375,0.0,0.0005430521969470817,0.002796229978420972
dummy-0613,istio-proxy,127.423828125,0.5433392147698063,,
