pod,container,Memory,CPU,Traffic Rx,Traffic Tx
istio-citadel,POD,1.50390625,0.0,0.0007905095715834904,0.0003977031497380338
istio-citadel,citadel,19.197916666666668,1.072929661970131,,
istio-galley,POD,1.24609375,0.0,0.0001475025626772086,0.0005341673713858006
istio-galley,galley,28.8125,3.0885865638592653,,
istio-galley,istio-proxy,26.54296875,0.3263864574179527,,
istio-ingressgateway,POD,1.46875,0.0,0.056327226282067835,0.01621675797031756
istio-ingressgateway,istio-proxy,58.1015625,1.7376472827588914,,
istio-pilot,POD,1.234375,0.0,0.7137144064317787,7.186645459181946
istio-pilot,discovery,819.9661458333334,27.062961470554182,,
istio-pilot,istio-proxy,64.87239583333333,5.099804579728976,,
istio-policy,POD,1.3984375,0.0,0.016225161612345135,0.011612374210895183
istio-policy,istio-proxy,30.00390625,0.365538061088949,,
istio-policy,mixer,45.921875,0.4574650882777514,,
istio-sidecar,POD,1.40625,0.0,0.0005991260958160408,0.0012989736263114724
istio-sidecar,sidecar-injector-webhook,20.311197916666668,3.003212292571944,,
istio-telemetry,POD,1.359375,0.0,0.01298937465495914,0.00863465950578991
istio-telemetry,istio-proxy,27.60546875,0.40569310767825983,,
istio-telemetry,mixer,44.130859375,0.3941004079341257,,
prometheus-66c5887c86,POD,1.3203125,0.0,0.2232845724604296,0.007645918867085348
prometheus-66c5887c86,prometheus,1771.4505208333333,7.431679324467927,,
