pod,container,Memory,CPU,Traffic Rx,Traffic Tx
dummy-0001,POD,1.2421875,0.0,0.0005650187477962444,0.0028726041921125723
dummy-0001,istio-proxy,152.7109375,0.5355268586824241,,
dummy-0103,POD,1.421875,0.0,0.0006144054461257163,0.002884508014786625
dummy-0103,istio-proxy,153.16796875,0.6229853793691312,,
dummy-0205,POD,1.37890625,0.0,0.0006203954476481437,0.003100839261105707
dummy-0205,istio-proxy,152.15494791666666,0.5343265731541085,,
dummy-0307,POD,1.4453125,0.0,0.0005475264857782201,0.001758390707371914
dummy-0307,istio-proxy,151.44010416666666,0.6554479148544157,,
dummy-0409,POD,1.359375,0.0,0.0006010760302000482,0.00042361271611483846
dummy-0409,istio-proxy,151.927734375,0.5135504423243454,,
dummy-0511,POD,1.390625,0.0,0.0006029830410870951,0.001965358576233972
dummy-0511,istio-proxy,152.3046875,0.5612544636634155,,
dummy-0613,POD,1.375,0.0,0.0005706455548136297,0.0017203612636719741
dummy-0613,istio-proxy,151.01171875,0.585126742309883,,
dummy-0715,POD,1.3203125,0.0,0.0005727827555210947,0.0022095897248312884
dummy-0715,istio-proxy,152.01432291666666,0.535669136273467,,
dummy-0817,POD,1.52734375,0.0,0.0006051371324582528,0.0022150026643424124
dummy-0817,istio-proxy,149.65494791666666,0.5850952680379394,,
