pod,container,Memory,CPU,Traffic Rx,Traffic Tx
dummy-1583689117,POD,1.375,0.0,0.13075540274096678,0.04907891103974491
dummy-1583689117,istio-proxy,40.6904296875,5.14441067638207,,
dummy-1583689118,POD,1.48046875,0.0,0.10306508234741027,0.03924376710242224
dummy-1583689118,istio-proxy,43.3125,5.90899449604922,,
dummy-1583689119,POD,1.30859375,0.0,0.12475508558940167,0.0463221959241963
dummy-1583689119,istio-proxy,44.19921875,3.283769311058822,,
dummy-1583689120,POD,1.3828125,0.0,0.10266870899870603,0.03815674907769135
dummy-1583689120,istio-proxy,36.716145833333336,5.836624576956575,,
dummy-1583689121,POD,1.3359375,0.0,0.09451048770581774,0.034666263239497966
dummy-1583689121,istio-proxy,36.852864583333336,5.276983390000001,,
dummy-1583689122,POD,1.40234375,0.0,0.09930151672581854,0.03681949333877987
dummy-1583689122,istio-proxy,41.833984375,4.320887078345437,,
dummy-1583689123,POD,1.46875,0.0,0.09942550271653697,0.0378330204409798
dummy-1583689123,istio-proxy,35.3671875,4.438277806665328,,
dummy-1583689124,POD,1.44140625,0.0,0.09982323244636922,0.03701939012509259
dummy-1583689124,istio-proxy,42.794270833333336,4.703943465841018,,
dummy-1583689125,POD,1.44140625,0.0,0.12079117465327503,0.04505021214778351
dummy-1583689125,istio-proxy,60.31640625,4.553597791532005,,
dummy-1583689126,POD,1.42578125,0.0,0.10196543776368724,0.03828917490506203
dummy-1583689126,istio-proxy,42.1435546875,5.141901235779994,,
dummy-1583689127,POD,1.3203125,0.0,0.08789013367451044,0.03357906764455378
dummy-1583689127,istio-proxy,40.97265625,4.475680133100328,,
dummy-1583689128,POD,1.2890625,0.0,0.09365919045932093,0.035678687010288326
dummy-1583689128,istio-proxy,36.756510416666664,4.347634856953498,,
dummy-1583689154,POD,1.34765625,0.0,0.1206425319879794,0.045374458216059906
dummy-1583689154,istio-proxy,45.770833333333336,6.073970911710767,,
dummy-1583689155,POD,1.51953125,0.0,0.12769050385609856,0.04764928400184425
dummy-1583689155,istio-proxy,43.735677083333336,4.795732943249912,,
dummy-1583689156,POD,1.40625,0.0,0.1318593217084954,0.049054552791857255
dummy-1583689156,istio-proxy,37.5693359375,4.634210762416359,,
dummy-1583689157,POD,1.50390625,0.0,0.08483496964238765,0.031469639815714386
dummy-1583689157,istio-proxy,44.7265625,6.342822519250816,,
dummy-1583689158,POD,1.21875,0.0,0.08977493669755524,0.034420626049717
dummy-1583689158,istio-proxy,37.200520833333336,4.259258274308019,,
dummy-1583689159,POD,1.45703125,0.0,0.05898353592740268,0.022071947263681783
dummy-1583689159,istio-proxy,43.135416666666664,4.395654122561217,,
dummy-1583689160,POD,1.4140625,0.0,0.12928738601928436,0.04752369557456764
dummy-1583689160,istio-proxy,37.33203125,4.956889526541599,,
dummy-1583689161,POD,1.30859375,0.0,0.12157349433838648,0.045662508955775956
dummy-1583689161,istio-proxy,37.619791666666664,5.397624943930992,,
dummy-1583689162,POD,1.36328125,0.0,0.13533161499338392,0.04980323432945536
dummy-1583689162,istio-proxy,46.122395833333336,6.614793567463425,,
dummy-1583689163,POD,1.32421875,0.0,0.12327601503521167,0.04578137935922701
dummy-1583689163,istio-proxy,41.822916666666664,3.0254402221648955,,
dummy-1583689164,POD,1.4765625,0.0,0.08488827178821337,0.03256316794122807
dummy-1583689164,istio-proxy,37.686197916666664,4.800949480297001,,
dummy-1583689165,POD,1.390625,0.0,0.1224426298818753,0.0448915185031415
dummy-1583689165,istio-proxy,36.9296875,5.085001907325603,,
dummy-1583689191,POD,1.39453125,0.0,0.1306738130498501,0.048667514589200336
dummy-1583689191,istio-proxy,37.97265625,4.191124637843525,,
dummy-1583689192,POD,1.43359375,0.0,0.10174636383300126,0.03786393867594529
dummy-1583689192,istio-proxy,41.135416666666664,2.5922499712257947,,
dummy-1583689193,POD,1.484375,0.0,0.07947218984629169,0.02958366161386578
dummy-1583689193,istio-proxy,37.561197916666664,5.69398157418038,,
dummy-1583689194,POD,1.48828125,0.0,0.0612660980128199,0.022815476365742816
dummy-1583689194,istio-proxy,41.904296875,5.452347878146375,,
dummy-1583689195,POD,1.32421875,0.0,0.09105204305189271,0.03457193001999414
dummy-1583689195,istio-proxy,41.2470703125,4.02759958810346,,
dummy-1583689196,POD,1.40234375,0.0,0.0842740011018889,0.03263300859757629
dummy-1583689196,istio-proxy,40.7529296875,5.344537203034763,,
dummy-1583689197,POD,1.41015625,0.0,0.05517775487052178,0.021262783903063225
dummy-1583689197,istio-proxy,41.186197916666664,3.556832916201914,,
dummy-1583689198,POD,1.49609375,0.0,0.08883856043883162,0.03346394613405846
dummy-1583689198,istio-proxy,37.482421875,4.63464428562764,,
dummy-1583689199,POD,1.35546875,0.0,0.09639974082989536,0.036864445127289876
dummy-1583689199,istio-proxy,42.7060546875,4.292905087639673,,
dummy-1583689200,POD,1.1953125,0.0,0.10010430757833264,0.03758083270215265
dummy-1583689200,istio-proxy,36.295572916666664,4.891544356712179,,
dummy-1583689201,POD,1.49609375,0.0,0.11392191116698044,0.042544649463249914
dummy-1583689201,istio-proxy,36.8447265625,4.034248318668154,,
dummy-1583689202,POD,1.39453125,0.0,0.08690032263360337,0.03200997171023178
dummy-1583689202,istio-proxy,37.421875,4.680651705921197,,
dummy-1583689231,POD,1.51171875,0.0,0.08688433882819503,0.03216842653996804
dummy-1583689231,istio-proxy,37.017578125,7.777426510833332,,
dummy-1583689232,POD,1.37890625,0.0,0.06959336575288157,0.02665332290341277
dummy-1583689232,istio-proxy,36.3916015625,4.453693487049312,,
dummy-1583689233,POD,1.32421875,0.0,0.10126708905701762,0.03770152363755917
dummy-1583689233,istio-proxy,36.9990234375,4.24285745526412,,
dummy-1583689234,POD,1.27734375,0.0,0.09302949955590016,0.035070433707735875
dummy-1583689234,istio-proxy,42.529296875,4.849223998180389,,
dummy-1583689235,POD,1.45703125,0.0,0.10391479367906091,0.03831167840331597
dummy-1583689235,istio-proxy,36.7890625,4.683101578503717,,
dummy-1583689236,POD,1.40234375,0.0,0.09077581700866119,0.0346380395811367
dummy-1583689236,istio-proxy,43.4072265625,4.190422839437901,,
dummy-1583689237,POD,1.515625,0.0,0.09714413597980605,0.03578796229525822
dummy-1583689237,istio-proxy,43.37890625,5.112764069236351,,
dummy-1583689238,POD,1.375,0.0,0.08677493229001926,0.032270831672178146
dummy-1583689238,istio-proxy,38.954427083333336,5.751229193360947,,
dummy-1583689239,POD,1.49609375,0.0,0.09959054787953694,0.037975808330104985
dummy-1583689239,istio-proxy,41.388671875,6.456440702614379,,
dummy-1583689240,POD,1.2734375,0.0,0.11671169390578905,0.04373984224930831
dummy-1583689240,istio-proxy,37.311197916666664,7.148249113807505,,
dummy-1583689241,POD,1.4453125,0.0,0.11461009918117496,0.04361447454777111
dummy-1583689241,istio-proxy,37.34765625,4.944400031119738,,
dummy-1583689242,POD,1.4765625,0.0,0.10658193495875777,0.04070960354158692
dummy-1583689242,istio-proxy,31.380859375,7.142928759791968,,
dummy-1583689243,POD,1.37890625,0.0,0.08313175567611987,0.03333210989189865
dummy-1583689243,istio-proxy,34.1015625,5.210930948086577,,
dummy-1583689268,POD,1.421875,0.0,0.0,0.0
dummy-1583689268,istio-proxy,29.5859375,6.945152421435739,,
dummy-1583689269,POD,1.42578125,0.0,0.0,0.0
dummy-1583689269,istio-proxy,28.94921875,5.150506218333333,,
dummy-1583689270,POD,1.34375,0.0,0.0,0.0
dummy-1583689270,istio-proxy,27.130859375,3.9086117875,,
dummy-1583689271,POD,1.2421875,0.0,0.0,0.0
dummy-1583689271,istio-proxy,22.568359375,4.57189981137435,,
dummy-1583689272,POD,1.17578125,0.0,0.0,0.0
dummy-1583689272,istio-proxy,24.87890625,4.718118041123855,,
dummy-1583689273,POD,1.6015625,0.0,0.0,0.0
