pod,container,Memory,CPU,Traffic Rx,Traffic Tx
dummy-1583689117,POD,1.375,0.0,0.11727728471454688,0.03721179049241016
dummy-1583689117,istio-proxy,44.17578125,5.329460845640785,,
dummy-1583689118,POD,1.48046875,0.0,0.10854558944702149,0.03539425532023112
dummy-1583689118,istio-proxy,45.671875,4.091108840816686,,
dummy-1583689119,POD,1.30859375,0.0,0.08810649111743925,0.03080946788938819
dummy-1583689119,istio-proxy,46.8125,5.517923056621108,,
dummy-1583689120,POD,1.3828125,0.0,0.12911373526533015,0.04099962115121091
dummy-1583689120,istio-proxy,40.119791666666664,6.23840743386699,,
dummy-1583689121,POD,1.3359375,0.0,0.1333444247640251,0.043469263338684415
dummy-1583689121,istio-proxy,39.1162109375,5.186444548842815,,
dummy-1583689122,POD,1.40234375,0.0,0.061238240330945715,0.021563554365422958
dummy-1583689122,istio-proxy,43.76953125,4.159714797211123,,
dummy-1583689123,POD,1.46875,0.0,0.05736450835585867,0.01722108533042006
dummy-1583689123,istio-proxy,39.432291666666664,5.876033388946318,,
dummy-1583689124,POD,1.44140625,0.0,0.11568565627084255,0.038191542065659695
dummy-1583689124,istio-proxy,45.14453125,5.765967865951123,,
dummy-1583689125,POD,1.44140625,0.0,0.0780906402665636,0.02568646339085111
dummy-1583689125,istio-proxy,63.478515625,4.611126052014011,,
dummy-1583689126,POD,1.42578125,0.0,0.12818915726971147,0.04202093057819692
dummy-1583689126,istio-proxy,46.30859375,6.05033155834156,,
dummy-1583689127,POD,1.3203125,0.0,0.097634589295617,0.0299145832220027
dummy-1583689127,istio-proxy,43.384114583333336,7.997257108932389,,
dummy-1583689128,POD,1.2890625,0.0,0.14259484053360988,0.04524457054819342
dummy-1583689128,istio-proxy,39.881510416666664,6.41502552825729,,
dummy-1583689154,POD,1.34765625,0.0,0.1099161722358787,0.03677609682207113
dummy-1583689154,istio-proxy,48.2998046875,5.839746104279388,,
dummy-1583689155,POD,1.51953125,0.0,0.10106041050666631,0.033298887979736055
dummy-1583689155,istio-proxy,46.447265625,4.855668435546125,,
dummy-1583689156,POD,1.40625,0.0,0.09648170087766211,0.027916593334680988
dummy-1583689156,istio-proxy,41.697916666666664,3.318597252500002,,
dummy-1583689157,POD,1.50390625,0.0,0.10050059054601522,0.03439739208282945
dummy-1583689157,istio-proxy,48.7421875,4.902127730166505,,
dummy-1583689158,POD,1.21875,0.0,0.08844707434649875,0.029548517828764664
dummy-1583689158,istio-proxy,41.295572916666664,5.492748465525129,,
dummy-1583689159,POD,1.45703125,0.0,0.1397040445267885,0.04519884047441986
dummy-1583689159,istio-proxy,46.975260416666664,5.245596307500001,,
dummy-1583689160,POD,1.4140625,0.0,0.10389647778191584,0.03379620905435567
dummy-1583689160,istio-proxy,40.162760416666664,6.2697194213797065,,
dummy-1583689161,POD,1.30859375,0.0,0.0918591442345445,0.030557767133777943
dummy-1583689161,istio-proxy,41.057291666666664,7.314356822646614,,
dummy-1583689162,POD,1.36328125,0.0,0.11333014672643671,0.03644181745606105
dummy-1583689162,istio-proxy,48.74609375,5.356266884182877,,
dummy-1583689163,POD,1.32421875,0.0,0.10060369128412093,0.03382284341487519
dummy-1583689163,istio-proxy,45.46875,6.793569604649677,,
dummy-1583689164,POD,1.4765625,0.0,0.09026588819365801,0.030500083240169458
dummy-1583689164,istio-proxy,41.4443359375,5.299184039998157,,
dummy-1583689165,POD,1.390625,0.0,0.07060976247454734,0.021924682112105635
dummy-1583689165,istio-proxy,40.9599609375,4.860319124589059,,
dummy-1583689191,POD,1.39453125,0.0,0.11947859629186447,0.03908150779573379
dummy-1583689191,istio-proxy,40.09765625,5.623631510745892,,
dummy-1583689192,POD,1.43359375,0.0,0.10013934632231629,0.03353427726662653
dummy-1583689192,istio-proxy,46.734375,4.378323805218558,,
dummy-1583689193,POD,1.484375,0.0,0.12679214877559017,0.03970687535872281
dummy-1583689193,istio-proxy,40.248697916666664,5.284515776495374,,
dummy-1583689194,POD,1.48828125,0.0,0.09226695866971694,0.030692995378787075
dummy-1583689194,istio-proxy,46.328125,5.377558665210861,,
dummy-1583689195,POD,1.32421875,0.0,0.11990018472966245,0.03610699295328811
dummy-1583689195,istio-proxy,44.416015625,4.326425931748572,,
dummy-1583689196,POD,1.40234375,0.0,0.11225626321967683,0.03692387191416822
dummy-1583689196,istio-proxy,44.3310546875,5.862369825570941,,
dummy-1583689197,POD,1.41015625,0.0,0.2153238904432636,0.06718921611628684
dummy-1583689197,istio-proxy,45.3740234375,4.667613213360265,,
dummy-1583689198,POD,1.49609375,0.0,0.1368441522200729,0.043361473877167364
dummy-1583689198,istio-proxy,41.473958333333336,4.979914431814201,,
dummy-1583689199,POD,1.35546875,0.0,0.09121225302450324,0.027848138673555466
dummy-1583689199,istio-proxy,46.583984375,1.7677778515803468,,
dummy-1583689200,POD,1.1953125,0.0,0.10531297268629382,0.03506220616394548
dummy-1583689200,istio-proxy,40.7734375,6.988844892245782,,
dummy-1583689201,POD,1.49609375,0.0,0.107327720683304,0.034692237759618924
dummy-1583689201,istio-proxy,41.0859375,4.207698813190285,,
dummy-1583689202,POD,1.39453125,0.0,0.09687214331540699,0.03350703927704297
dummy-1583689202,istio-proxy,41.872395833333336,3.0169984716442233,,
dummy-1583689231,POD,1.51171875,0.0,0.10603943793608225,0.03475596181074088
dummy-1583689231,istio-proxy,41.5712890625,5.731117662664377,,
dummy-1583689232,POD,1.37890625,0.0,0.10156415354804928,0.03391958552321714
dummy-1583689232,istio-proxy,41.091145833333336,6.218672072750441,,
dummy-1583689233,POD,1.32421875,0.0,0.08373744646964307,0.02537705011988213
dummy-1583689233,istio-proxy,40.407552083333336,5.074276570439765,,
dummy-1583689234,POD,1.27734375,0.0,0.11209096248590847,0.03554855849602738
dummy-1583689234,istio-proxy,47.065104166666664,7.847153065023423,,
dummy-1583689235,POD,1.45703125,0.0,0.08291551487489743,0.0273939830747044
dummy-1583689235,istio-proxy,40.084635416666664,7.519836103799691,,
dummy-1583689236,POD,1.40234375,0.0,0.07769173474773156,0.024086763824569882
dummy-1583689236,istio-proxy,45.893229166666664,4.726729590781458,,
dummy-1583689237,POD,1.515625,0.0,0.09889054903432819,0.03241766425719024
dummy-1583689237,istio-proxy,47.6865234375,5.896508759124085,,
