pod,container,Memory,CPU,Traffic Rx,Traffic Tx
dummy-1583689117,POD,1.375,0.0,0.11605873686569018,0.03821556598747903
dummy-1583689117,istio-proxy,43.494791666666664,6.92716989397396,,
dummy-1583689118,POD,1.48046875,0.0,0.08683370471947743,0.028418946162286702
dummy-1583689118,istio-proxy,45.4951171875,4.280664576720564,,
dummy-1583689119,POD,1.30859375,0.0,0.1232869568397179,0.040136884737587766
dummy-1583689119,istio-proxy,47.00390625,3.757689219121343,,
dummy-1583689120,POD,1.3828125,0.0,0.09334329654769244,0.029477837671424832
dummy-1583689120,istio-proxy,39.771484375,5.373798486666667,,
dummy-1583689121,POD,1.3359375,0.0,0.07896953666672846,0.025386079096257206
dummy-1583689121,istio-proxy,38.96875,7.484539123169608,,
dummy-1583689122,POD,1.40234375,0.0,0.11579427719116211,0.03651328086853027
dummy-1583689122,istio-proxy,44.0654296875,5.429438833154325,,
dummy-1583689123,POD,1.46875,0.0,0.1117198137521229,0.03622134635116202
dummy-1583689123,istio-proxy,38.356770833333336,6.537084736315177,,
dummy-1583689124,POD,1.44140625,0.0,0.0835323751517966,0.026755936026603148
dummy-1583689124,istio-proxy,45.54296875,6.074906197782983,,
dummy-1583689125,POD,1.44140625,0.0,0.10838748934235162,0.03560757827993829
dummy-1583689125,istio-proxy,63.234375,5.643930203588683,,
dummy-1583689126,POD,1.42578125,0.0,0.12748657594479948,0.041103081717252035
dummy-1583689126,istio-proxy,44.87109375,6.280054470125457,,
dummy-1583689127,POD,1.3203125,0.0,0.09501951631375753,0.030653246228782086
dummy-1583689127,istio-proxy,42.919270833333336,4.803573686370211,,
dummy-1583689128,POD,1.2890625,0.0,0.1148629840933456,0.037525593930932494
dummy-1583689128,istio-proxy,39.778645833333336,6.741974912371256,,
dummy-1583689154,POD,1.34765625,0.0,0.11429679328443121,0.036920181328479185
dummy-1583689154,istio-proxy,46.76171875,6.455936042319567,,
dummy-1583689155,POD,1.51953125,0.0,0.10395269645197576,0.034667835838199136
dummy-1583689155,istio-proxy,45.4375,4.5997784569807205,,
dummy-1583689156,POD,1.40625,0.0,0.12985649077285313,0.04319264656149058
dummy-1583689156,istio-proxy,40.4296875,5.294266412452486,,
dummy-1583689157,POD,1.50390625,0.0,0.1224594339039569,0.03971234379396169
dummy-1583689157,istio-proxy,47.7490234375,5.169241231152424,,
dummy-1583689158,POD,1.21875,0.0,0.10945787429809571,0.035499882698059086
dummy-1583689158,istio-proxy,39.8828125,3.0956188631615715,,
dummy-1583689159,POD,1.45703125,0.0,0.10803012090595039,0.03625526935470149
dummy-1583689159,istio-proxy,46.3037109375,4.777372635209346,,
dummy-1583689160,POD,1.4140625,0.0,0.1394904106620908,0.044012006624853856
dummy-1583689160,istio-proxy,39.158854166666664,8.740210907780526,,
dummy-1583689161,POD,1.30859375,0.0,0.1557352332074761,0.05005103426659663
dummy-1583689161,istio-proxy,40.106770833333336,5.497579310436094,,
dummy-1583689162,POD,1.36328125,0.0,0.14441656696709385,0.04657741588684737
dummy-1583689162,istio-proxy,47.8427734375,6.277553588527759,,
dummy-1583689163,POD,1.32421875,0.0,0.11198258886272285,0.037319010059415625
dummy-1583689163,istio-proxy,44.802083333333336,4.764862037519543,,
dummy-1583689164,POD,1.4765625,0.0,0.1292199078674375,0.0416375523990811
dummy-1583689164,istio-proxy,40.701822916666664,5.583936036870974,,
dummy-1583689165,POD,1.390625,0.0,0.11329864108911616,0.036432237638422967
dummy-1583689165,istio-proxy,39.80859375,7.55297702168176,,
dummy-1583689191,POD,1.39453125,0.0,0.09542726854705331,0.03072516034636319
dummy-1583689191,istio-proxy,39.895833333333336,4.280874841460228,,
dummy-1583689192,POD,1.43359375,0.0,0.10907223707573893,0.03508898312510334
dummy-1583689192,istio-proxy,45.265625,6.381013335573208,,
dummy-1583689193,POD,1.484375,0.0,0.0873533604521353,0.028142374410298505
dummy-1583689193,istio-proxy,38.875,7.781840552304208,,
dummy-1583689194,POD,1.48828125,0.0,0.1198657229155817,0.03925982531019068
dummy-1583689194,istio-proxy,44.99609375,6.170902544548476,,
dummy-1583689195,POD,1.32421875,0.0,0.11248162237953686,0.03744622782015907
dummy-1583689195,istio-proxy,44.115234375,4.795362636603441,,
dummy-1583689196,POD,1.40234375,0.0,0.09971935875532231,0.031299742780722034
dummy-1583689196,istio-proxy,43.1484375,11.838384256177505,,
dummy-1583689197,POD,1.41015625,0.0,0.12996381767157467,0.04075733559699375
dummy-1583689197,istio-proxy,43.88671875,7.4616345413965375,,
dummy-1583689198,POD,1.49609375,0.0,0.09889766186340009,0.031280860865878245
dummy-1583689198,istio-proxy,40.0166015625,5.132409598340145,,
dummy-1583689199,POD,1.35546875,0.0,0.11326829822691646,0.03696219282282074
dummy-1583689199,istio-proxy,45.395833333333336,5.7017515266308045,,
dummy-1583689200,POD,1.1953125,0.0,0.11516566276550293,0.03672854900360108
