pod,container,Memory,CPU,Traffic Rx,Traffic Tx
dummy-1583689117,POD,1.375,0.0,0.11554334044579319,0.04012163552100581
dummy-1583689117,istio-proxy,41.764322916666664,5.8588690360594535,,
dummy-1583689118,POD,1.48046875,0.0,0.13317440819357773,0.04670132571957122
dummy-1583689118,istio-proxy,44.796875,4.116857804942396,,
dummy-1583689119,POD,1.30859375,0.0,0.08812234207016713,0.03205975632715805
dummy-1583689119,istio-proxy,46.091796875,4.730845970000003,,
dummy-1583689120,POD,1.3828125,0.0,0.09465337834151742,0.034156676082740214
dummy-1583689120,istio-proxy,38.0478515625,3.8849241499075675,,
dummy-1583689121,POD,1.3359375,0.0,0.11064409847900687,0.039398531825772874
dummy-1583689121,istio-proxy,38.2060546875,4.489439230330673,,
dummy-1583689122,POD,1.40234375,0.0,0.08084123101591104,0.028392149160085717
dummy-1583689122,istio-proxy,43.08203125,5.64230930727611,,
dummy-1583689123,POD,1.46875,0.0,0.11762974960580916,0.04241687435008158
dummy-1583689123,istio-proxy,36.473958333333336,4.220808365260287,,
dummy-1583689124,POD,1.44140625,0.0,0.08818653764215653,0.03154477861268606
dummy-1583689124,istio-proxy,44.0546875,3.998021674498898,,
dummy-1583689125,POD,1.44140625,0.0,0.08926922016390745,0.030946403549837243
dummy-1583689125,istio-proxy,61.4375,3.64868049163904,,
dummy-1583689126,POD,1.42578125,0.0,0.0954255581367643,0.032632155402734196
dummy-1583689126,istio-proxy,43.517578125,7.617643097830337,,
dummy-1583689127,POD,1.3203125,0.0,0.13596988659964152,0.047364830485463354
dummy-1583689127,istio-proxy,42.11328125,4.863960850475,,
dummy-1583689128,POD,1.2890625,0.0,0.13600025853754924,0.04767625163312435
dummy-1583689128,istio-proxy,38.212890625,6.153449162690018,,
dummy-1583689154,POD,1.34765625,0.0,0.1268389970606541,0.044153117786423175
dummy-1583689154,istio-proxy,45.08984375,6.451290561700902,,
dummy-1583689155,POD,1.51953125,0.0,0.09736113244017838,0.03376991219057924
dummy-1583689155,istio-proxy,43.865885416666664,5.129902988221981,,
dummy-1583689156,POD,1.40625,0.0,0.09864648587760186,0.03478578278297824
dummy-1583689156,istio-proxy,39.092447916666664,5.298731083913152,,
dummy-1583689157,POD,1.50390625,0.0,0.11736105387158254,0.041033156417796944
dummy-1583689157,istio-proxy,45.970703125,4.651556369640123,,
dummy-1583689158,POD,1.21875,0.0,0.08891899579820915,0.03206342125411202
