pod,container,Memory,CPU,Traffic Rx,Traffic Tx
istio-citadel,POD,1.50390625,0.0,0.0007659286143840746,0.00045857250374510257
istio-citadel,citadel,20.8984375,0.8292662829579899,,
istio-galley,POD,1.24609375,0.0,3.7840304783361144e-05,0.0003751301304767568
istio-galley,galley,29.93359375,2.0796346359908235,,
istio-galley,istio-proxy,26.54296875,0.2778613896152345,,
istio-ingressgateway,POD,1.46875,0.0,0.02898847575203061,0.010937940600569707
istio-ingressgateway,istio-proxy,58.1171875,0.974680736594095,,
istio-pilot,POD,1.234375,0.0,0.05660784483919483,0.3490954996751216
istio-pilot,discovery,822.265625,7.080605334800903,,
istio-pilot,istio-proxy,65.078125,0.9235174151951026,,
istio-policy,POD,1.3984375,0.0,0.018760794616178363,0.008622029568420104
istio-policy,istio-proxy,30.00390625,0.22889118250077448,,
istio-policy,mixer,44.333333333333336,0.4611407524998867,,
istio-sidecar,POD,1.40625,0.0,0.0013186143827724375,0.0028473097608621312
istio-sidecar,sidecar-injector-webhook,20.817708333333332,2.580440046175536,,
istio-telemetry,POD,1.359375,0.0,0.014648001441149498,0.0040030887873645695
istio-telemetry,istio-proxy,27.60546875,0.3805108346964591,,
istio-telemetry,mixer,40.6328125,0.785384038591819,,
prometheus-66c5887c86,POD,1.3203125,0.0,0.09614949322485106,0.004406441556744701
prometheus-66c5887c86,prometheus,1679.7900390625,4.063661482098235,,
