pod,container,Memory,CPU,Traffic Rx,Traffic Tx
dummy-0001,POD,1.2421875,0.0,0.0005293358420704397,0.0019017570570159811
dummy-0001,istio-proxy,115.521484375,0.6460636374372717,,
dummy-0103,POD,1.421875,0.0,0.0005714030847677446,0.00251571433030865
dummy-0103,istio-proxy,116.32552083333333,0.6530698630974346,,
dummy-0205,POD,1.37890625,0.0,0.0006156181221577659,0.002297849313813074
dummy-0205,istio-proxy,114.578125,0.5332274800785307,,
dummy-0307,POD,1.4453125,0.0,0.0006171211677511738,0.0031131783915307235
dummy-0307,istio-proxy,114.7431640625,0.5701979389086546,,
dummy-0409,POD,1.359375,0.0,0.0005857340053776397,0.002134747130855076
dummy-0409,istio-proxy,114.4091796875,0.5127213858600144,,
dummy-0511,POD,1.390625,0.0,0.0005832747421921135,0.0018604184811418702
dummy-0511,istio-proxy,114.31119791666667,0.4688461771296047,,
